Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,KAZ,Kazakhstan,2021,All,Age50_54,[50-54],181.00000000,1.94749301,,17.97139669,
AS,Asia,KAZ,Kazakhstan,2021,All,Age55_59,[55-59],159.00000000,1.16885981,,16.14690228,
AS,Asia,KAZ,Kazakhstan,2021,All,Age60_64,[60-64],125.00000000,0.62988158,,14.50220318,
AS,Asia,KAZ,Kazakhstan,2021,All,Age65_69,[65-69],82.00000000,0.36648045,,13.59641850,
AS,Asia,KAZ,Kazakhstan,2021,All,Age70_74,[70-74],55.00000000,0.22673867,,13.33553168,
AS,Asia,KAZ,Kazakhstan,2021,All,Age75_79,[75-79],27.00000000,0.17429475,,14.71694411,
AS,Asia,KAZ,Kazakhstan,2021,All,Age80_84,[80-84],49.00000000,0.17908048,,24.63685775,
AS,Asia,KAZ,Kazakhstan,2021,All,Age85_over,[85+],23.00000000,0.10454545,,24.29543246,
AS,Asia,KAZ,Kazakhstan,2020,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2020,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2020,All,Age05_09,[5-9],7.00000000,1.69491525,,0.37255375,
AS,Asia,KAZ,Kazakhstan,2020,All,Age10_14,[10-14],37.00000000,9.39086294,,2.32959779,
AS,Asia,KAZ,Kazakhstan,2020,All,Age15_19,[15-19],98.00000000,15.43307087,,8.15791051,
AS,Asia,KAZ,Kazakhstan,2020,All,Age20_24,[20-24],143.00000000,15.05263158,,12.52559316,
AS,Asia,KAZ,Kazakhstan,2020,All,Age25_29,[25-29],184.00000000,12.50849762,,12.70681375,
AS,Asia,KAZ,Kazakhstan,2020,All,Age30_34,[30-34],277.00000000,10.05444646,,17.23208540,
AS,Asia,KAZ,Kazakhstan,2020,All,Age35_39,[35-39],240.00000000,6.53238977,,17.75000888,
AS,Asia,KAZ,Kazakhstan,2020,All,Age40_44,[40-44],244.00000000,4.66271737,,20.56817042,
AS,Asia,KAZ,Kazakhstan,2020,All,Age45_49,[45-49],235.00000000,3.44776995,,21.46750003,
AS,Asia,KAZ,Kazakhstan,2020,All,Age50_54,[50-54],174.00000000,1.96743555,,17.42482166,
AS,Asia,KAZ,Kazakhstan,2020,All,Age55_59,[55-59],160.00000000,1.21230489,,15.99231569,
AS,Asia,KAZ,Kazakhstan,2020,All,Age60_64,[60-64],126.00000000,0.72111257,,15.33194575,
AS,Asia,KAZ,Kazakhstan,2020,All,Age65_69,[65-69],72.00000000,0.38147716,,12.25391125,
AS,Asia,KAZ,Kazakhstan,2020,All,Age70_74,[70-74],58.00000000,0.31021019,,15.27922118,
AS,Asia,KAZ,Kazakhstan,2020,All,Age75_79,[75-79],38.00000000,0.25479415,,18.86698774,
AS,Asia,KAZ,Kazakhstan,2020,All,Age80_84,[80-84],39.00000000,0.16191979,,19.46943299,
AS,Asia,KAZ,Kazakhstan,2020,All,Age85_over,[85+],12.00000000,0.06362335,,13.84689945,
AS,Asia,KAZ,Kazakhstan,2019,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2019,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2019,All,Age05_09,[5-9],2.00000000,0.39215686,,0.10856806,
AS,Asia,KAZ,Kazakhstan,2019,All,Age10_14,[10-14],44.00000000,10.16166282,,2.92383185,
AS,Asia,KAZ,Kazakhstan,2019,All,Age15_19,[15-19],119.00000000,17.42313324,,10.28705197,
AS,Asia,KAZ,Kazakhstan,2019,All,Age20_24,[20-24],183.00000000,16.92876966,,15.37596762,
AS,Asia,KAZ,Kazakhstan,2019,All,Age25_29,[25-29],246.00000000,15.07352941,,16.28634304,
AS,Asia,KAZ,Kazakhstan,2019,All,Age30_34,[30-34],294.00000000,10.99476440,,18.56178375,
AS,Asia,KAZ,Kazakhstan,2019,All,Age35_39,[35-39],277.00000000,7.84924908,,21.07950665,
AS,Asia,KAZ,Kazakhstan,2019,All,Age40_44,[40-44],276.00000000,5.90879897,,23.58693130,
AS,Asia,KAZ,Kazakhstan,2019,All,Age45_49,[45-49],241.00000000,4.05042017,,22.18210217,
AS,Asia,KAZ,Kazakhstan,2019,All,Age50_54,[50-54],182.00000000,2.49828415,,18.22265988,
AS,Asia,KAZ,Kazakhstan,2019,All,Age55_59,[55-59],174.00000000,1.58759124,,17.32396512,
AS,Asia,KAZ,Kazakhstan,2019,All,Age60_64,[60-64],113.00000000,0.83666519,,14.47762055,
AS,Asia,KAZ,Kazakhstan,2019,All,Age65_69,[65-69],73.00000000,0.49261084,,12.80935469,
AS,Asia,KAZ,Kazakhstan,2019,All,Age70_74,[70-74],55.00000000,0.44144795,,16.67194612,
AS,Asia,KAZ,Kazakhstan,2019,All,Age75_79,[75-79],36.00000000,0.25384290,,15.31549929,
AS,Asia,KAZ,Kazakhstan,2019,All,Age80_84,[80-84],36.00000000,0.19650655,,19.18536796,
AS,Asia,KAZ,Kazakhstan,2019,All,Age85_over,[85+],22.00000000,0.13661202,,26.13323197,
AS,Asia,KAZ,Kazakhstan,2018,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2018,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2018,All,Age05_09,[5-9],10.00000000,2.07468880,,0.55393714,
AS,Asia,KAZ,Kazakhstan,2018,All,Age10_14,[10-14],49.00000000,11.92214112,,3.45727304,
AS,Asia,KAZ,Kazakhstan,2018,All,Age15_19,[15-19],111.00000000,16.13372093,,9.87213802,
AS,Asia,KAZ,Kazakhstan,2018,All,Age20_24,[20-24],235.00000000,21.28623188,,18.76196574,
AS,Asia,KAZ,Kazakhstan,2018,All,Age25_29,[25-29],292.00000000,16.40449438,,18.66443205,
AS,Asia,KAZ,Kazakhstan,2018,All,Age30_34,[30-34],314.00000000,12.17054264,,20.33068441,
AS,Asia,KAZ,Kazakhstan,2018,All,Age35_39,[35-39],295.00000000,8.58306663,,23.02278202,
AS,Asia,KAZ,Kazakhstan,2018,All,Age40_44,[40-44],258.00000000,5.84636302,,22.29330734,
AS,Asia,KAZ,Kazakhstan,2018,All,Age45_49,[45-49],223.00000000,3.90064719,,20.74542112,
AS,Asia,KAZ,Kazakhstan,2018,All,Age50_54,[50-54],231.00000000,3.08493590,,22.88815865,
AS,Asia,KAZ,Kazakhstan,2018,All,Age55_59,[55-59],171.00000000,1.52883326,,17.25868498,
AS,Asia,KAZ,Kazakhstan,2018,All,Age60_64,[60-64],122.00000000,0.94949023,,16.38923630,
AS,Asia,KAZ,Kazakhstan,2018,All,Age65_69,[65-69],70.00000000,0.48272533,,12.79564802,
AS,Asia,KAZ,Kazakhstan,2018,All,Age70_74,[70-74],34.00000000,0.32786885,,12.04076863,
AS,Asia,KAZ,Kazakhstan,2018,All,Age75_79,[75-79],32.00000000,0.19329508,,11.82555095,
AS,Asia,KAZ,Kazakhstan,2018,All,Age80_84,[80-84],25.00000000,0.15417823,,14.94178680,
AS,Asia,KAZ,Kazakhstan,2018,All,Age85_over,[85+],21.00000000,0.12627781,,24.63559844,
AS,Asia,KAZ,Kazakhstan,2017,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2017,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2017,All,Age05_09,[5-9],3.00000000,0.60362173,,0.17082906,
AS,Asia,KAZ,Kazakhstan,2017,All,Age10_14,[10-14],48.00000000,12.27621483,,3.59931388,
AS,Asia,KAZ,Kazakhstan,2017,All,Age15_19,[15-19],142.00000000,20.97488922,,12.76644905,
AS,Asia,KAZ,Kazakhstan,2017,All,Age20_24,[20-24],245.00000000,20.19785655,,18.54778420,
AS,Asia,KAZ,Kazakhstan,2017,All,Age25_29,[25-29],293.00000000,15.55201699,,18.22141003,
AS,Asia,KAZ,Kazakhstan,2017,All,Age30_34,[30-34],322.00000000,12.12349398,,21.59991655,
AS,Asia,KAZ,Kazakhstan,2017,All,Age35_39,[35-39],324.00000000,9.04017857,,25.80876423,
AS,Asia,KAZ,Kazakhstan,2017,All,Age40_44,[40-44],304.00000000,6.72864099,,26.48787352,
AS,Asia,KAZ,Kazakhstan,2017,All,Age45_49,[45-49],258.00000000,4.56233422,,24.30301909,
AS,Asia,KAZ,Kazakhstan,2017,All,Age50_54,[50-54],207.00000000,2.74063286,,20.20529359,
AS,Asia,KAZ,Kazakhstan,2017,All,Age55_59,[55-59],169.00000000,1.57223928,,17.47910910,
AS,Asia,KAZ,Kazakhstan,2017,All,Age60_64,[60-64],117.00000000,0.94598965,,16.48938232,
AS,Asia,KAZ,Kazakhstan,2017,All,Age65_69,[65-69],65.00000000,0.46551601,,12.38787780,
AS,Asia,KAZ,Kazakhstan,2017,All,Age70_74,[70-74],42.00000000,0.43979058,,16.74848167,
AS,Asia,KAZ,Kazakhstan,2017,All,Age75_79,[75-79],72.00000000,0.38552152,,24.23846611,
AS,Asia,KAZ,Kazakhstan,2017,All,Age80_84,[80-84],32.00000000,0.22394849,,21.92118648,
AS,Asia,KAZ,Kazakhstan,2017,All,Age85_over,[85+],21.00000000,0.12518629,,24.58944410,
AS,Asia,KAZ,Kazakhstan,2016,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2016,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2016,All,Age05_09,[5-9],5.00000000,1.05708245,,0.29656527,
AS,Asia,KAZ,Kazakhstan,2016,All,Age10_14,[10-14],47.00000000,12.23958333,,3.71202285,
AS,Asia,KAZ,Kazakhstan,2016,All,Age15_19,[15-19],127.00000000,18.14285714,,11.32915017,
AS,Asia,KAZ,Kazakhstan,2016,All,Age20_24,[20-24],214.00000000,17.23027375,,15.37410441,
AS,Asia,KAZ,Kazakhstan,2016,All,Age25_29,[25-29],313.00000000,14.93320611,,19.16236585,
AS,Asia,KAZ,Kazakhstan,2016,All,Age30_34,[30-34],310.00000000,11.17922827,,21.63945389,
AS,Asia,KAZ,Kazakhstan,2016,All,Age35_39,[35-39],309.00000000,8.07631992,,24.98686976,
AS,Asia,KAZ,Kazakhstan,2016,All,Age40_44,[40-44],281.00000000,5.83471761,,24.67239927,
AS,Asia,KAZ,Kazakhstan,2016,All,Age45_49,[45-49],241.00000000,4.22214436,,23.00273504,
AS,Asia,KAZ,Kazakhstan,2016,All,Age50_54,[50-54],219.00000000,2.65229502,,21.04771488,
AS,Asia,KAZ,Kazakhstan,2016,All,Age55_59,[55-59],186.00000000,1.69137037,,19.93181391,
AS,Asia,KAZ,Kazakhstan,2016,All,Age60_64,[60-64],112.00000000,0.90126338,,16.45233340,
AS,Asia,KAZ,Kazakhstan,2016,All,Age65_69,[65-69],70.00000000,0.50439545,,14.09434756,
AS,Asia,KAZ,Kazakhstan,2016,All,Age70_74,[70-74],33.00000000,0.34342804,,13.65088886,
AS,Asia,KAZ,Kazakhstan,2016,All,Age75_79,[75-79],53.00000000,0.26878994,,17.17352879,
AS,Asia,KAZ,Kazakhstan,2016,All,Age80_84,[80-84],29.00000000,0.22442346,,23.04724287,
AS,Asia,KAZ,Kazakhstan,2016,All,Age85_over,[85+],21.00000000,0.12371134,,24.61019214,
AS,Asia,KAZ,Kazakhstan,2015,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2015,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2015,All,Age05_09,[5-9],3.00000000,0.60851927,,0.18698008,
AS,Asia,KAZ,Kazakhstan,2015,All,Age10_14,[10-14],40.00000000,9.77995110,,3.30087201,
AS,Asia,KAZ,Kazakhstan,2015,All,Age15_19,[15-19],172.00000000,22.39583333,,14.95130828,
AS,Asia,KAZ,Kazakhstan,2015,All,Age20_24,[20-24],267.00000000,17.88345613,,18.27405331,
AS,Asia,KAZ,Kazakhstan,2015,All,Age25_29,[25-29],359.00000000,15.74561404,,21.98908753,
AS,Asia,KAZ,Kazakhstan,2015,All,Age30_34,[30-34],352.00000000,11.26400000,,25.42858361,
AS,Asia,KAZ,Kazakhstan,2015,All,Age35_39,[35-39],322.00000000,7.95258088,,26.38407844,
AS,Asia,KAZ,Kazakhstan,2015,All,Age40_44,[40-44],303.00000000,6.19125460,,26.80417296,
AS,Asia,KAZ,Kazakhstan,2015,All,Age45_49,[45-49],264.00000000,4.40000000,,25.44416452,
AS,Asia,KAZ,Kazakhstan,2015,All,Age50_54,[50-54],248.00000000,2.88137562,,23.49170023,
AS,Asia,KAZ,Kazakhstan,2015,All,Age55_59,[55-59],200.00000000,1.83066362,,22.54186588,
AS,Asia,KAZ,Kazakhstan,2015,All,Age60_64,[60-64],116.00000000,0.94608923,,17.59820862,
AS,Asia,KAZ,Kazakhstan,2015,All,Age65_69,[65-69],67.00000000,0.54369877,,14.89517796,
AS,Asia,KAZ,Kazakhstan,2015,All,Age70_74,[70-74],45.00000000,0.41655096,,17.18685549,
AS,Asia,KAZ,Kazakhstan,2015,All,Age75_79,[75-79],54.00000000,0.27648354,,17.84699179,
AS,Asia,KAZ,Kazakhstan,2015,All,Age80_84,[80-84],33.00000000,0.28176230,,28.97456385,
AS,Asia,KAZ,Kazakhstan,2015,All,Age85_over,[85+],27.00000000,0.16398421,,32.33339321,
AS,Asia,KAZ,Kazakhstan,2023,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2023,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2023,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2023,All,Age10_14,[10-14],27.00000000,5.37848606,,1.46084608,
AS,Asia,KAZ,Kazakhstan,2023,All,Age15_19,[15-19],81.00000000,9.66587112,,5.82430028,
AS,Asia,KAZ,Kazakhstan,2023,All,Age20_24,[20-24],99.00000000,11.28848347,,9.50088675,
AS,Asia,KAZ,Kazakhstan,2023,All,Age25_29,[25-29],136.00000000,10.96774194,,11.08858064,
AS,Asia,KAZ,Kazakhstan,2023,All,Age30_34,[30-34],174.00000000,8.06675939,,10.92922261,
AS,Asia,KAZ,Kazakhstan,2023,All,Age35_39,[35-39],159.00000000,4.86387274,,10.26352074,
AS,Asia,KAZ,Kazakhstan,2023,All,Age40_44,[40-44],164.00000000,3.66071429,,13.26671930,
AS,Asia,KAZ,Kazakhstan,2023,All,Age45_49,[45-49],164.00000000,2.67362243,,14.43712807,
AS,Asia,KAZ,Kazakhstan,2023,All,Age50_54,[50-54],136.00000000,1.81648190,,13.29759929,
AS,Asia,KAZ,Kazakhstan,2023,All,Age55_59,[55-59],113.00000000,1.16627103,,11.50175224,
AS,Asia,KAZ,Kazakhstan,2023,All,Age60_64,[60-64],100.00000000,0.69295267,,10.59460078,
AS,Asia,KAZ,Kazakhstan,2023,All,Age65_69,[65-69],69.00000000,0.44157174,,10.06268029,
AS,Asia,KAZ,Kazakhstan,2023,All,Age70_74,[70-74],43.00000000,0.26209923,,9.43038294,
AS,Asia,KAZ,Kazakhstan,2023,All,Age75_79,[75-79],27.00000000,0.24300243,,12.24467583,
AS,Asia,KAZ,Kazakhstan,2023,All,Age80_84,[80-84],23.00000000,0.15412451,,12.80958826,
AS,Asia,KAZ,Kazakhstan,2023,All,Age85_over,[85+],11.00000000,0.06431996,,7.92124839,
AS,Asia,KAZ,Kazakhstan,2022,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KAZ,Kazakhstan,2022,All,Age01_04,[1-4],1.00000000,0.11976048,,0.06129951,
AS,Asia,KAZ,Kazakhstan,2022,All,Age05_09,[5-9],10.00000000,2.07039337,,0.51286772,
AS,Asia,KAZ,Kazakhstan,2022,All,Age10_14,[10-14],28.00000000,5.74948665,,1.55557025,
AS,Asia,KAZ,Kazakhstan,2022,All,Age15_19,[15-19],71.00000000,9.05612245,,5.15767222,
AS,Asia,KAZ,Kazakhstan,2022,All,Age20_24,[20-24],78.00000000,9.35251799,,6.96619209,
AS,Asia,KAZ,Kazakhstan,2022,All,Age25_29,[25-29],141.00000000,10.96423017,,10.68551764,
AS,Asia,KAZ,Kazakhstan,2022,All,Age30_34,[30-34],194.00000000,8.23429542,,12.50627731,
AS,Asia,KAZ,Kazakhstan,2022,All,Age35_39,[35-39],175.00000000,5.10352873,,11.89854957,
AS,Asia,KAZ,Kazakhstan,2022,All,Age40_44,[40-44],219.00000000,4.55396132,,17.53185855,
AS,Asia,KAZ,Kazakhstan,2022,All,Age45_49,[45-49],190.00000000,3.19166807,,16.49254016,
AS,Asia,KAZ,Kazakhstan,2022,All,Age50_54,[50-54],157.00000000,2.09696808,,15.08937088,
AS,Asia,KAZ,Kazakhstan,2022,All,Age55_59,[55-59],134.00000000,1.35696203,,13.52024228,
AS,Asia,KAZ,Kazakhstan,2022,All,Age60_64,[60-64],123.00000000,0.84570957,,13.30451050,
AS,Asia,KAZ,Kazakhstan,2022,All,Age65_69,[65-69],80.00000000,0.52049447,,12.05373858,
AS,Asia,KAZ,Kazakhstan,2022,All,Age70_74,[70-74],58.00000000,0.35716485,,12.51414584,
AS,Asia,KAZ,Kazakhstan,2022,All,Age75_79,[75-79],32.00000000,0.31545741,,16.46569090,
AS,Asia,KAZ,Kazakhstan,2022,All,Age80_84,[80-84],37.00000000,0.20557840,,18.53410275,
AS,Asia,KAZ,Kazakhstan,2022,All,Age85_over,[85+],29.00000000,0.16694491,,25.01250625,
