Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,SVN,Slovenia,2020,All,Age80_84,[80-84],39,0.93953264,,64.51933098
EU,Europe,SVN,Slovenia,2020,All,Age85_over,[85+],28,0.29209264,,50.87763928
EU,Europe,SVN,Slovenia,2019,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2019,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2019,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2019,All,Age10_14,[10-14],1,14.28571429,,0.98693301
EU,Europe,SVN,Slovenia,2019,All,Age15_19,[15-19],6,28.57142857,,6.5349511
EU,Europe,SVN,Slovenia,2019,All,Age20_24,[20-24],8,24.24242424,,8.39146169
EU,Europe,SVN,Slovenia,2019,All,Age25_29,[25-29],13,25.49019608,,12.23264611
EU,Europe,SVN,Slovenia,2019,All,Age30_34,[30-34],18,23.68421053,,13.87390165
EU,Europe,SVN,Slovenia,2019,All,Age35_39,[35-39],23,19.16666667,,15.57948926
EU,Europe,SVN,Slovenia,2019,All,Age40_44,[40-44],23,14.46540881,,14.90950578
EU,Europe,SVN,Slovenia,2019,All,Age45_49,[45-49],30,11.9047619,,20.66073015
EU,Europe,SVN,Slovenia,2019,All,Age50_54,[50-54],39,8.44155844,,25.7152465
EU,Europe,SVN,Slovenia,2019,All,Age55_59,[55-59],34,4.40414508,,22.76455425
EU,Europe,SVN,Slovenia,2019,All,Age60_64,[60-64],40,3.13971743,,27.35622594
EU,Europe,SVN,Slovenia,2019,All,Age65_69,[65-69],35,1.92413414,,25.9330335
EU,Europe,SVN,Slovenia,2019,All,Age70_74,[70-74],43,2.30316015,,45.32518183
EU,Europe,SVN,Slovenia,2019,All,Age75_79,[75-79],34,1.31071704,,41.33236081
EU,Europe,SVN,Slovenia,2019,All,Age80_84,[80-84],20,0.60734892,,33.37449521
EU,Europe,SVN,Slovenia,2019,All,Age85_over,[85+],25,0.32354083,,46.60266567
EU,Europe,SVN,Slovenia,2018,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2018,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2018,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2018,All,Age10_14,[10-14],3,37.5,,3.13800967
EU,Europe,SVN,Slovenia,2018,All,Age15_19,[15-19],9,32.14285714,,9.67149167
EU,Europe,SVN,Slovenia,2018,All,Age20_24,[20-24],7,21.21212121,,6.92568737
EU,Europe,SVN,Slovenia,2018,All,Age25_29,[25-29],12,26.66666667,,10.17811705
EU,Europe,SVN,Slovenia,2018,All,Age30_34,[30-34],18,30.50847458,,13.0525583
EU,Europe,SVN,Slovenia,2018,All,Age35_39,[35-39],21,17.21311475,,13.50873243
EU,Europe,SVN,Slovenia,2018,All,Age40_44,[40-44],26,14.52513966,,16.89375776
EU,Europe,SVN,Slovenia,2018,All,Age45_49,[45-49],24,10.38961039,,16.4705075
EU,Europe,SVN,Slovenia,2018,All,Age50_54,[50-54],37,7.2265625,,23.88822891
EU,Europe,SVN,Slovenia,2018,All,Age55_59,[55-59],31,3.91908976,,20.86404049
EU,Europe,SVN,Slovenia,2018,All,Age60_64,[60-64],30,2.2675737,,20.48270918
EU,Europe,SVN,Slovenia,2018,All,Age65_69,[65-69],34,1.94174757,,26.93944172
EU,Europe,SVN,Slovenia,2018,All,Age70_74,[70-74],32,1.79977503,,36.27418752
EU,Europe,SVN,Slovenia,2018,All,Age75_79,[75-79],25,0.94375236,,31.81349656
EU,Europe,SVN,Slovenia,2018,All,Age80_84,[80-84],24,0.69889342,,41.48086695
EU,Europe,SVN,Slovenia,2018,All,Age85_over,[85+],20,0.26709402,,39.68647683
EU,Europe,SVN,Slovenia,2017,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2017,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2017,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2017,All,Age10_14,[10-14],1,12.5,,1.06131199
EU,Europe,SVN,Slovenia,2017,All,Age15_19,[15-19],3,14.28571429,,3.23014805
EU,Europe,SVN,Slovenia,2017,All,Age20_24,[20-24],7,16.27906977,,6.87082843
EU,Europe,SVN,Slovenia,2017,All,Age25_29,[25-29],21,38.18181818,,17.39663499
EU,Europe,SVN,Slovenia,2017,All,Age30_34,[30-34],19,26.02739726,,13.66012179
EU,Europe,SVN,Slovenia,2017,All,Age35_39,[35-39],17,17.70833333,,10.87526708
EU,Europe,SVN,Slovenia,2017,All,Age40_44,[40-44],20,13.33333333,,13.04563363
EU,Europe,SVN,Slovenia,2017,All,Age45_49,[45-49],23,8.67924528,,15.76789656
EU,Europe,SVN,Slovenia,2017,All,Age50_54,[50-54],54,10.13133208,,34.81557417
EU,Europe,SVN,Slovenia,2017,All,Age55_59,[55-59],54,6.25724218,,36.33696479
EU,Europe,SVN,Slovenia,2017,All,Age60_64,[60-64],43,3.12046444,,29.23519373
EU,Europe,SVN,Slovenia,2017,All,Age65_69,[65-69],28,1.70212766,,22.62132706
EU,Europe,SVN,Slovenia,2017,All,Age70_74,[70-74],28,1.57126824,,32.04284586
EU,Europe,SVN,Slovenia,2017,All,Age75_79,[75-79],25,0.96043027,,32.17130577
EU,Europe,SVN,Slovenia,2017,All,Age80_84,[80-84],40,1.10314396,,69.3072738
EU,Europe,SVN,Slovenia,2017,All,Age85_over,[85+],28,0.38282745,,57.08926314
EU,Europe,SVN,Slovenia,2016,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2016,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2016,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2016,All,Age10_14,[10-14],1,10,,1.08591782
EU,Europe,SVN,Slovenia,2016,All,Age15_19,[15-19],10,25.64102564,,10.62744431
EU,Europe,SVN,Slovenia,2016,All,Age20_24,[20-24],14,27.45098039,,13.60623554
EU,Europe,SVN,Slovenia,2016,All,Age25_29,[25-29],13,23.63636364,,10.28814726
EU,Europe,SVN,Slovenia,2016,All,Age30_34,[30-34],17,20,,11.9232145
EU,Europe,SVN,Slovenia,2016,All,Age35_39,[35-39],31,25.83333333,,19.73064487
EU,Europe,SVN,Slovenia,2016,All,Age40_44,[40-44],19,13.38028169,,12.52463728
EU,Europe,SVN,Slovenia,2016,All,Age45_49,[45-49],30,10.71428571,,20.33346889
EU,Europe,SVN,Slovenia,2016,All,Age50_54,[50-54],47,8.60805861,,30.3819725
EU,Europe,SVN,Slovenia,2016,All,Age55_59,[55-59],38,4.39306358,,25.48300351
EU,Europe,SVN,Slovenia,2016,All,Age60_64,[60-64],29,2.20532319,,19.97410254
EU,Europe,SVN,Slovenia,2016,All,Age65_69,[65-69],22,1.4039566,,18.32752962
EU,Europe,SVN,Slovenia,2016,All,Age70_74,[70-74],25,1.43266476,,29.39343703
EU,Europe,SVN,Slovenia,2016,All,Age75_79,[75-79],34,1.40379851,,44.38120847
EU,Europe,SVN,Slovenia,2016,All,Age80_84,[80-84],20,0.5730659,,35.25471532
EU,Europe,SVN,Slovenia,2016,All,Age85_over,[85+],21,0.30439194,,44.54626448
EU,Europe,SVN,Slovenia,2015,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2015,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2015,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2015,All,Age10_14,[10-14],1,8.33333333,,1.09315901
EU,Europe,SVN,Slovenia,2015,All,Age15_19,[15-19],5,17.85714286,,5.28089057
EU,Europe,SVN,Slovenia,2015,All,Age20_24,[20-24],12,25.53191489,,11.29635034
EU,Europe,SVN,Slovenia,2015,All,Age25_29,[25-29],14,26.92307692,,10.77246251
EU,Europe,SVN,Slovenia,2015,All,Age30_34,[30-34],20,22.72727273,,13.55316568
EU,Europe,SVN,Slovenia,2015,All,Age35_39,[35-39],28,22.76422764,,17.77901949
EU,Europe,SVN,Slovenia,2015,All,Age40_44,[40-44],32,17.4863388,,21.56610348
EU,Europe,SVN,Slovenia,2015,All,Age45_49,[45-49],33,10.50955414,,21.81198073
EU,Europe,SVN,Slovenia,2015,All,Age50_54,[50-54],36,6.23916811,,23.41889905
EU,Europe,SVN,Slovenia,2015,All,Age55_59,[55-59],39,4.41176471,,25.98406311
EU,Europe,SVN,Slovenia,2015,All,Age60_64,[60-64],57,4.20044215,,39.59570699
EU,Europe,SVN,Slovenia,2015,All,Age65_69,[65-69],32,2.13191206,,29.14097859
EU,Europe,SVN,Slovenia,2015,All,Age70_74,[70-74],32,1.68865435,,36.23106361
EU,Europe,SVN,Slovenia,2015,All,Age75_79,[75-79],31,1.21425774,,41.09988598
EU,Europe,SVN,Slovenia,2015,All,Age80_84,[80-84],28,0.7747648,,49.64362966
EU,Europe,SVN,Slovenia,2015,All,Age85_over,[85+],22,0.33567287,,49.40822422
EU,Europe,SVN,Slovenia,2023,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2023,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2023,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2023,All,Age10_14,[10-14],0,0,,0
EU,Europe,SVN,Slovenia,2023,All,Age15_19,[15-19],7,23.33333333,,7.00210063
EU,Europe,SVN,Slovenia,2023,All,Age20_24,[20-24],8,25.80645161,,8.61521231
EU,Europe,SVN,Slovenia,2023,All,Age25_29,[25-29],14,30.43478261,,13.83768397
EU,Europe,SVN,Slovenia,2023,All,Age30_34,[30-34],18,28.125,,15.09775798
EU,Europe,SVN,Slovenia,2023,All,Age35_39,[35-39],16,16.16161616,,11.29034534
EU,Europe,SVN,Slovenia,2023,All,Age40_44,[40-44],22,14.1025641,,14.1948305
EU,Europe,SVN,Slovenia,2023,All,Age45_49,[45-49],29,9.73154362,,18.82725667
EU,Europe,SVN,Slovenia,2023,All,Age50_54,[50-54],38,8.67579909,,25.9656843
EU,Europe,SVN,Slovenia,2023,All,Age55_59,[55-59],33,4.628331,,22.06147799
EU,Europe,SVN,Slovenia,2023,All,Age60_64,[60-64],26,2.32766338,,17.94650561
EU,Europe,SVN,Slovenia,2023,All,Age65_69,[65-69],27,1.54197601,,19.22214391
EU,Europe,SVN,Slovenia,2023,All,Age70_74,[70-74],31,1.34257254,,26.29726084
EU,Europe,SVN,Slovenia,2023,All,Age75_79,[75-79],40,1.61812298,,49.61548003
EU,Europe,SVN,Slovenia,2023,All,Age80_84,[80-84],20,0.54990377,,32.24246332
EU,Europe,SVN,Slovenia,2023,All,Age85_over,[85+],29,0.34830651,,47.84057541
EU,Europe,SVN,Slovenia,2022,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2022,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2022,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2022,All,Age10_14,[10-14],4,36.36363636,,3.69887462
EU,Europe,SVN,Slovenia,2022,All,Age15_19,[15-19],7,50,,7.24060531
EU,Europe,SVN,Slovenia,2022,All,Age20_24,[20-24],16,50,,17.07085472
EU,Europe,SVN,Slovenia,2022,All,Age25_29,[25-29],19,33.33333333,,18.41781293
EU,Europe,SVN,Slovenia,2022,All,Age30_34,[30-34],17,22.36842105,,13.6647161
EU,Europe,SVN,Slovenia,2022,All,Age35_39,[35-39],25,21.18644068,,17.29457504
EU,Europe,SVN,Slovenia,2022,All,Age40_44,[40-44],26,14.13043478,,16.53933499
EU,Europe,SVN,Slovenia,2022,All,Age45_49,[45-49],37,13.07420495,,24.51987435
EU,Europe,SVN,Slovenia,2022,All,Age50_54,[50-54],30,7.15990453,,20.24510069
EU,Europe,SVN,Slovenia,2022,All,Age55_59,[55-59],42,5.5408971,,28.0626733
EU,Europe,SVN,Slovenia,2022,All,Age60_64,[60-64],40,3.22580645,,27.63327876
EU,Europe,SVN,Slovenia,2022,All,Age65_69,[65-69],37,1.99138859,,26.10763401
EU,Europe,SVN,Slovenia,2022,All,Age70_74,[70-74],25,1.06067034,,22.72913238
EU,Europe,SVN,Slovenia,2022,All,Age75_79,[75-79],24,0.9486166,,29.91921811
EU,Europe,SVN,Slovenia,2022,All,Age80_84,[80-84],30,0.80862534,,49.31939239
EU,Europe,SVN,Slovenia,2022,All,Age85_over,[85+],22,0.25042686,,37.04576836
EU,Europe,SVN,Slovenia,2021,All,Age00,[0],0,0,,0
EU,Europe,SVN,Slovenia,2021,All,Age01_04,[1-4],0,0,,0
EU,Europe,SVN,Slovenia,2021,All,Age05_09,[5-9],0,0,,0
EU,Europe,SVN,Slovenia,2021,All,Age10_14,[10-14],1,12.5,,0.93751465
EU,Europe,SVN,Slovenia,2021,All,Age15_19,[15-19],12,44.44444444,,12.7882689
EU,Europe,SVN,Slovenia,2021,All,Age20_24,[20-24],7,26.92307692,,7.37074866
EU,Europe,SVN,Slovenia,2021,All,Age25_29,[25-29],13,28.26086957,,12.2895416
EU,Europe,SVN,Slovenia,2021,All,Age30_34,[30-34],19,24.35897436,,14.68167804
EU,Europe,SVN,Slovenia,2021,All,Age35_39,[35-39],23,23.95833333,,15.62531845
EU,Europe,SVN,Slovenia,2021,All,Age40_44,[40-44],28,13.59223301,,17.67185883
EU,Europe,SVN,Slovenia,2021,All,Age45_49,[45-49],24,8.33333333,,16.18275727
EU,Europe,SVN,Slovenia,2021,All,Age50_54,[50-54],44,8.73015873,,29.33020478
EU,Europe,SVN,Slovenia,2021,All,Age55_59,[55-59],45,5.42168675,,30.05570324
EU,Europe,SVN,Slovenia,2021,All,Age60_64,[60-64],48,3.60902256,,33.11441029
EU,Europe,SVN,Slovenia,2021,All,Age65_69,[65-69],44,2.17391304,,31.06861928
EU,Europe,SVN,Slovenia,2021,All,Age70_74,[70-74],25,1.01132686,,24.32474508
EU,Europe,SVN,Slovenia,2021,All,Age75_79,[75-79],37,1.33333333,,46.11051569
EU,Europe,SVN,Slovenia,2021,All,Age80_84,[80-84],29,0.75383416,,48.40351844
EU,Europe,SVN,Slovenia,2021,All,Age85_over,[85+],31,0.35821585,,53.87743752
